,x,y,cluster,r,g,b
83978,-23.190954,-39.121788,4,128,0,145
63414,-50.36858,77.11893,2,93,0,106
37836,54.277668000000006,-65.55945,49,204,204,204
330,12.064564,37.19038,17,0,168,175
50582,5.547967,-26.305502,19,0,170,143
32776,-47.346977,77.05988,2,93,0,106
53996,-107.70871000000001,-12.579855,36,250,212,0
86375,56.61165,43.863479999999996,3,122,0,138
17604,53.44718,-8.283294999999999,16,0,161,195
19452,0.17833668,-20.900822,33,211,246,0
30137,-9.5280905,26.817669,34,231,239,0
38103,4.664946,-56.565932999999994,44,222,0,0
35653,61.781467000000006,-3.2739173999999998,16,0,161,195
78917,-89.91355,38.686073,28,0,236,0
9298,-91.67018,1.1200016000000002,36,250,212,0
31907,-17.379852,16.628086,14,0,143,221
49378,-11.158234,55.2811,47,204,44,44
80659,82.23472,40.078964,38,255,177,0
33237,91.831345,15.385910999999998,37,255,197,0
13955,74.27060999999999,-45.071667,26,0,207,0
73456,54.844574,5.948991,16,0,161,195
34402,-55.208817,0.75372326,27,0,223,0
34545,-16.337778,-57.713253,25,0,193,0
24163,6.0627580000000005,3.1849849999999997,29,0,249,0
10708,-28.000567999999998,60.712215,22,0,154,7
75188,-43.746452000000005,62.635178,13,0,127,221
82604,-46.614129999999996,-40.481445,4,128,0,145
51795,86.3117,-11.275063000000001,15,0,155,215
55010,-39.038246,45.439926,39,255,157,0
45150,-75.17511999999999,9.883016,12,0,102,221
18478,70.05955,-21.757698,42,249,0,0
6289,-50.65365,-26.203526,5,130,0,153
72636,29.93129,70.81383000000001,23,0,166,0
19972,2.6982071,-29.685854,19,0,170,143
19254,25.017479,-30.723546999999996,32,191,253,0
13312,-57.815234999999994,-39.574272,4,128,0,145
31022,53.075993000000004,30.45348,3,122,0,138
33538,-76.07965,-15.198626500000001,8,0,0,181
24980,11.779624,16.284838,29,0,249,0
40528,49.809532,35.486942,3,122,0,138
58405,-47.14999,-8.539932,27,0,223,0
22809,5.844515299999999,-8.067014,33,211,246,0
25129,-52.965019999999996,-2.086865,27,0,223,0
19911,-69.94484,73.13454,13,0,127,221
19818,-1.7278613999999999,29.254434999999997,29,0,249,0
49140,-75.72165,-39.1729,45,213,0,0
9908,-27.454933,45.20613,41,255,32,0
26973,-0.8083549,72.08026,1,46,0,53
62606,-77.489494,-62.013264,43,235,0,0
68036,10.634678,15.209351000000002,29,0,249,0
63111,-90.41066,-14.051515,8,0,0,181
40990,25.45399,-60.289375,7,23,0,167
13840,3.386657,-100.1156,6,77,0,160
3149,-12.379881,-46.387485999999996,24,0,180,0
34376,-51.591698,29.464945,9,0,0,205
84280,47.143173,-30.265759000000003,20,0,167,114
70547,45.212063,4.426982,11,0,56,221
64569,35.36848,-39.0952,7,23,0,167
44352,54.247634999999995,-65.9925,49,204,204,204
74354,-67.578636,29.459771999999997,28,0,236,0
5907,40.400738,8.686196,11,0,56,221
66790,8.248994999999999,-39.824226,19,0,170,143
17826,47.325905,-65.49816,49,204,204,204
28666,-5.331392299999999,-45.0874,24,0,180,0
42504,18.569695,-14.727173,30,43,255,0
2562,-25.332376,-24.307308,18,0,170,157
39723,-10.754406,87.24311999999999,1,46,0,53
87006,89.72969,-6.3432174,15,0,155,215
3186,-21.767488,68.60744,22,0,154,7
29891,-108.86402,-12.222711,36,250,212,0
69007,-70.27497,-3.1523492,35,242,228,0
57076,-69.67113499999999,-12.314924000000001,35,242,228,0
9573,-39.711395,3.1385634,27,0,223,0
33441,-8.743549,-43.215637,24,0,180,0
80252,25.500847,24.919428,21,0,160,61
72181,-34.282856,18.386705,9,0,0,205
29499,32.003506,39.115074,46,207,0,0
81103,30.662142,85.66463,23,0,166,0
35685,28.739626,37.4854,46,207,0,0
70630,-71.33233,46.73937,13,0,127,221
79694,45.086452,15.57347,11,0,56,221
44303,19.656464,43.25488,17,0,168,175
70150,49.849102,-28.87353,20,0,167,114
484,2.2716103,-59.225037,44,222,0,0
37331,-47.807323,-9.087311,27,0,223,0
40045,-92.27639,0.3745648,36,250,212,0
43922,-42.969646000000004,-16.787388,5,130,0,153
74769,14.282375,-15.450484,30,43,255,0
23416,-68.993385,-61.567657,43,235,0,0
12733,27.394712,47.637496999999996,17,0,168,175
68432,-41.48447,-23.08866,5,130,0,153
41217,-34.840553,-43.681103,4,128,0,145
8772,-54.725623999999996,42.69891,39,255,157,0
73412,-25.70744,-26.392065000000002,18,0,170,157
62764,-30.445172999999997,99.25944,2,93,0,106
16680,8.578934,-27.372253000000004,19,0,170,143
16558,35.42606,0.53276354,48,204,124,124
43756,-89.76218399999999,37.163414,28,0,236,0
73557,-29.59576,-27.053990000000002,18,0,170,157
32673,-5.174678,6.126547,14,0,143,221
84165,-23.2845,8.427588,14,0,143,221
51589,49.695663,45.537395000000004,3,122,0,138
68707,-68.69673,52.616209999999995,13,0,127,221
17588,48.564075,67.23676999999999,31,117,255,0
61875,-5.2897487000000005,-45.103935,24,0,180,0
68202,-8.757552,-67.94969,25,0,193,0
57715,-23.12184,8.494238000000001,14,0,143,221
18370,-67.20541,32.832752,28,0,236,0
66379,70.44563000000001,44.620163,38,255,177,0
33812,-44.590534000000005,74.32,2,93,0,106
23919,57.142548,36.856636,38,255,177,0
64279,43.740887,65.31232,31,117,255,0
31627,87.47336,15.764111499999999,37,255,197,0
45725,-48.500305,-20.648243,5,130,0,153
6884,5.8951173,-57.119785,44,222,0,0
28710,-59.268997,-24.093931,35,242,228,0
43649,-72.41569,70.72153,13,0,127,221
10968,13.896845,0.7807948,30,43,255,0
5610,-74.142204,-3.7062511,12,0,102,221
22296,56.868774,-64.00363,49,204,204,204
36728,-55.735542,-38.122040000000005,4,128,0,145
58323,41.139526000000004,9.58335,11,0,56,221
51139,-81.44033,-52.484863,43,235,0,0
42893,7.8675027,-81.82146999999999,0,0,0,0
63158,51.844227000000004,-40.388767,20,0,167,114
82984,24.22781,25.673296,21,0,160,61
80390,-17.149889,11.368331,14,0,143,221
25098,-61.267880000000005,-21.619127,35,242,228,0
356,22.30813,53.201958,17,0,168,175
57506,-32.64264,24.192145999999997,9,0,0,205
73024,-14.929142,-0.89981306,14,0,143,221
71604,12.108503,0.2856138,30,43,255,0
64779,-13.332376000000002,32.176834,34,231,239,0
66419,49.8177,-28.509161,20,0,167,114
15755,50.815327,11.101057,11,0,56,221
67893,-2.3050634999999997,30.951796999999996,29,0,249,0
35621,-50.588448,0.3362085,27,0,223,0
37688,-8.593759,30.530231,34,231,239,0
5491,-2.6959133,34.566128000000006,34,231,239,0
23366,-43.746426,62.635197,13,0,127,221
68777,56.83497,-13.314292000000002,16,0,161,195
28110,82.68186,3.2391047000000004,37,255,197,0
23745,-5.9703035,42.049583,34,231,239,0
14952,32.600753999999995,37.704002,46,207,0,0
22472,68.88543,-18.178539999999998,42,249,0,0
77103,27.824293,47.610170000000004,17,0,168,175
50964,45.535213,4.4071608,11,0,56,221
56605,48.139214,-26.110043,20,0,167,114
9135,-69.539185,-61.468844999999995,43,235,0,0
77036,-17.217005,13.489173999999998,14,0,143,221
71221,-35.132946000000004,-11.252432,5,130,0,153
37278,39.187458,-87.80147,0,0,0,0
21260,52.390159999999995,-72.35134000000001,49,204,204,204
20652,49.169715999999994,29.824646,3,122,0,138
86402,33.508694,-47.469013000000004,7,23,0,167
75741,-95.24769599999999,-32.838757,8,0,0,181
69458,48.33797,-70.78239,49,204,204,204
50740,-24.510725,-39.84779,4,128,0,145
86333,-46.267624,-41.002563,4,128,0,145
21458,10.589402,-59.103203,44,222,0,0
12603,-77.07817,-5.4804306,12,0,102,221
76795,11.146759,40.511864,17,0,168,175
70629,-20.075,38.424209999999995,41,255,32,0
18597,54.001090000000005,70.82985,31,117,255,0
68164,-43.239117,62.866530000000004,13,0,127,221
37222,-33.653484000000006,62.302967,22,0,154,7
45479,-82.44216,-1.2076122,12,0,102,221
57171,-36.600502,40.410694,39,255,157,0
885,75.66138000000001,-43.529476,26,0,207,0
61188,-57.771175,-18.656422,35,242,228,0
6074,82.55428,16.099693,37,255,197,0
23295,-30.163406,-89.28715,10,0,9,221
67406,-58.05785,-13.193288,35,242,228,0
37712,-16.193558,63.708507999999995,47,204,44,44
37647,-5.174852400000001,33.036285,34,231,239,0
31922,-48.901894,25.484688000000002,9,0,0,205
40407,-11.770762,72.32899499999999,1,46,0,53
83921,-13.487932,61.36414,47,204,44,44
77268,16.355522,0.19452289,30,43,255,0
9986,-32.330996999999996,19.1132,9,0,0,205
47105,-7.784616000000001,-64.570305,25,0,193,0
42378,52.717705,-60.942806000000004,49,204,204,204
71223,-77.95385999999999,21.80266,28,0,236,0
30310,7.321515600000001,75.10854,1,46,0,53
46943,-80.657814,23.630003,28,0,236,0
55319,-9.904805999999999,-7.8747525,33,211,246,0
1879,-40.473083,-38.492934999999996,4,128,0,145
75833,11.779187,16.285381,29,0,249,0
39401,88.62065,-6.208957700000001,15,0,155,215
54790,8.043401,-102.302605,6,77,0,160
40507,-47.410164,27.817257,9,0,0,205
48635,-34.062973,-32.060818,4,128,0,145
30823,-35.64397,-21.62891,18,0,170,157
28891,55.987880000000004,-6.952894000000001,16,0,161,195
16419,26.6716,23.586563,21,0,160,61
75478,23.858301,66.82659,23,0,166,0
66928,26.620323,74.96092,23,0,166,0
25740,-8.209062,-43.671603999999995,24,0,180,0
26688,-32.0923,-35.552296000000005,4,128,0,145
59467,-12.658947,81.38580999999999,1,46,0,53
13287,53.21379,40.85614,3,122,0,138
23343,-91.68571999999999,-14.24155,8,0,0,181
53147,-51.615364,-82.64878,10,0,9,221
9484,43.39796,64.89945999999999,31,117,255,0
22860,49.543137,37.028923,3,122,0,138
83942,-73.71451,-52.052937,43,235,0,0
77504,33.061752,35.771336,46,207,0,0
32416,-72.65541,-32.69092,45,213,0,0
467,-51.838454999999996,-83.198044,10,0,9,221
55722,14.191672,-74.497826,0,0,0,0
51182,4.410753700000001,22.478333,29,0,249,0
28584,40.81043,17.548306,11,0,56,221
75044,-42.659317,38.944520000000004,39,255,157,0
50038,-51.210426,-59.249109999999995,40,255,105,0
37392,36.24413,-49.158157,7,23,0,167
83734,-27.921540999999998,-86.62704000000001,10,0,9,221
61453,-39.567707,42.9247,39,255,157,0
38864,-46.453228,31.560228000000002,9,0,0,205
16261,30.317396000000002,-53.623936,7,23,0,167
17961,27.028509999999997,-45.32743,7,23,0,167
17703,-35.11997,-68.66538,40,255,105,0
52837,28.330173,-57.05608,7,23,0,167
78041,22.85162,-28.29932,32,191,253,0
40268,-70.37796,72.65021999999999,13,0,127,221
63451,5.221419,-101.52903,6,77,0,160
4118,-26.407988,19.436617000000002,9,0,0,205
42571,47.90872,34.38404,3,122,0,138
75290,-34.92366,31.179907,9,0,0,205
63244,10.5903,-81.82338,0,0,0,0
11789,-68.9784,1.1390268,12,0,102,221
33753,-70.37382,-6.4001436,35,242,228,0
67533,51.610867,23.682323,3,122,0,138
1072,83.28004,16.106443,37,255,197,0
41900,8.13393,-102.78056,6,77,0,160
67199,-29.84422,-89.05245,10,0,9,221
16207,50.30343,-18.402504,20,0,167,114
45860,-16.379078,-31.157457,24,0,180,0
446,36.066376,-84.8393,0,0,0,0
20000,68.847664,-22.51481,42,249,0,0
47768,61.22667,-13.272589000000002,42,249,0,0
33449,-30.104340000000004,-45.959602000000004,4,128,0,145
16703,62.501766,-15.260119,42,249,0,0
81675,-32.42246,-19.836472,18,0,170,157
62396,-82.44171,-1.2073513999999999,12,0,102,221
65718,52.145286999999996,25.612795000000002,3,122,0,138
21583,-52.913475,-14.431553,5,130,0,153
79403,77.76952,-1.5297415,15,0,155,215
26103,37.42228,16.210224,11,0,56,221
45464,22.3723,76.799614,23,0,166,0
64314,84.54336500000001,16.068184,37,255,197,0
10513,57.163993999999995,-3.9634282999999995,16,0,161,195
25026,-26.819803000000004,-48.20459,4,128,0,145
57651,79.5586,-45.00898,26,0,207,0
66575,89.78113,-7.9380765,15,0,155,215
31234,13.548217000000001,29.093027000000003,29,0,249,0
69368,-21.560945999999998,-4.1447916,14,0,143,221
31030,5.642103700000001,98.098656,1,46,0,53
28463,-80.65778,23.630047,28,0,236,0
51091,-48.109623,77.35092,2,93,0,106
29751,-27.692839000000003,65.77368,22,0,154,7
56106,-3.2638857000000003,68.57261,1,46,0,53
59904,-54.108185,-20.296778,35,242,228,0
56684,46.4929,-30.351065000000002,20,0,167,114
68714,22.822464,27.259870000000003,21,0,160,61
1818,-17.832651000000002,-20.396593,18,0,170,157
1392,-38.6687,-19.747633,5,130,0,153
44977,76.87976,14.750816,37,255,197,0
2679,-29.141045000000002,31.718753999999997,9,0,0,205
82840,-100.10752,-6.7793470000000005,36,250,212,0
43214,-16.896698,-1.4680742,14,0,143,221
1751,-6.772096,2.990923,14,0,143,221
60423,17.576967,57.543457,17,0,168,175
51166,-40.679234,63.791230000000006,13,0,127,221
44017,52.45035,-72.20739,49,204,204,204
13902,-26.886711,68.12942,22,0,154,7
34745,74.642426,43.76027,38,255,177,0
80516,-64.547226,51.223415,13,0,127,221
59847,5.7224580000000005,-8.88493,33,211,246,0
62346,17.025945999999998,53.147865,17,0,168,175
30417,78.80266,45.936287,38,255,177,0
18067,58.315509999999996,-72.87236999999999,49,204,204,204
58072,-68.99297,-61.567574,43,235,0,0
56346,13.435323,29.114472999999997,29,0,249,0
84861,-36.433502000000004,43.8101,39,255,157,0
9898,83.62595,14.537177999999999,37,255,197,0
58250,70.05999,-21.758651999999998,42,249,0,0
85039,-1.7903657,29.484740999999996,29,0,249,0
56863,37.517227,-7.6092759999999995,48,204,124,124
30781,26.064734,-13.245182000000002,30,43,255,0
13126,87.75225,-5.9113803,15,0,155,215
55274,13.565843,-0.87839246,30,43,255,0
82346,60.875324,-10.600251,16,0,161,195
86774,-58.423508,57.006496,13,0,127,221
42831,53.46708,49.90951,3,122,0,138
14752,-62.615047,1.7072198,12,0,102,221
34643,-28.117511999999998,60.183464,22,0,154,7
8750,52.4071,-63.670815000000005,49,204,204,204
66109,73.22222,37.257637,38,255,177,0
72661,-30.198956,62.323485999999995,22,0,154,7
54346,-15.669417999999999,-31.175259999999998,24,0,180,0
85661,80.67108,-0.72850966,15,0,155,215
25045,53.797623,30.893642,3,122,0,138
31273,-75.29932,10.34795,12,0,102,221
61478,14.016395999999999,13.498498999999999,29,0,249,0
83371,-90.089355,38.49588,28,0,236,0
1422,-74.02972,-19.891281,8,0,0,181
42569,-51.86285,28.20565,9,0,0,205
14348,-71.790504,-1.093747,12,0,102,221
6543,24.150148,-62.75989499999999,7,23,0,167
33438,2.5071337000000002,-30.408934000000002,19,0,170,143
26068,-10.821688,83.2815,1,46,0,53
4634,-49.290283,23.980364,9,0,0,205
79019,56.263916,-69.239395,49,204,204,204
12385,5.051457,-26.450466,19,0,170,143
70803,-17.574410999999998,-2.5562294,14,0,143,221
67868,-14.287738000000001,-63.439845999999996,25,0,193,0
56013,32.2364,-56.422740000000005,7,23,0,167
12535,-7.70333,-11.05003,33,211,246,0
53021,74.515816,39.24778,38,255,177,0
53116,22.364006,9.229761,21,0,160,61
81226,81.94419,16.197725,37,255,197,0
73760,-17.323395,-6.378917700000001,14,0,143,221
54720,42.23134,4.645242,11,0,56,221
48686,-8.851322,-12.906779,33,211,246,0
38846,19.434076,-14.32045,30,43,255,0
33801,-76.43309,1.1396205,12,0,102,221
1764,7.4451979999999995,-57.802080000000004,44,222,0,0
79384,56.472846999999994,-23.014805,42,249,0,0
59440,-81.03905999999999,-22.147913,8,0,0,181
86947,-50.889038,-0.014510705,27,0,223,0
13446,6.662702,-57.580574,44,222,0,0
86537,37.96378,-39.221474,7,23,0,167
69614,-78.92636999999999,5.629868,12,0,102,221
29459,-27.624462,65.75411,22,0,154,7
53429,68.604805,19.096037,37,255,197,0
22649,54.61035,-42.414825,20,0,167,114
58121,84.48326,18.63831,37,255,197,0
49511,-0.9423981,-60.475838,44,222,0,0
55945,31.729470000000003,-45.71771,7,23,0,167
46421,-7.791264999999999,-83.65945,6,77,0,160
26879,-0.60457426,-10.703926,33,211,246,0
16249,10.9137945,55.68736,17,0,168,175
13179,-39.40672,43.1732,39,255,157,0
50463,-19.872179,11.197184,14,0,143,221
79731,-15.746898000000002,-56.98078,25,0,193,0
39397,55.42702,0.6529954000000001,16,0,161,195
1633,57.750755000000005,-9.236438,16,0,161,195
68600,-30.156006,21.259424,9,0,0,205
14343,20.377003,51.225582,17,0,168,175
59292,-54.658634,-33.089718,4,128,0,145
50127,73.99006,-43.251984,26,0,207,0
67620,10.466345,24.885191,29,0,249,0
31179,-37.135696,-16.674385,5,130,0,153
57699,74.1914,50.580128,38,255,177,0
48559,1.0658631,7.5307345,14,0,143,221
38279,-9.52983,34.122555,34,231,239,0
6386,-4.229617,83.24186999999999,1,46,0,53
51180,-3.6144452000000005,6.23864,14,0,143,221
25623,-76.27232,-15.152687,8,0,0,181
4361,86.38871999999999,5.3284709999999995,37,255,197,0
65232,-30.028171999999998,97.85493000000001,2,93,0,106
17364,-56.211135999999996,-40.59446,4,128,0,145
65626,21.233079999999998,81.587585,23,0,166,0
8788,-19.363379000000002,41.618324,41,255,32,0
27404,-10.723228,-86.628876,6,77,0,160
21423,-46.528976,-61.51256,40,255,105,0
2888,56.17129499999999,26.926104,3,122,0,138
59096,-17.86242,15.674866,14,0,143,221
62152,-67.70578,-35.392340000000004,45,213,0,0
26750,21.489014,-29.85114,32,191,253,0
48696,-50.103832000000004,-17.67907,5,130,0,153
74837,50.695625,38.265812,3,122,0,138
82141,37.542343,-8.250592999999999,48,204,124,124
72053,92.37308,-7.156753999999999,15,0,155,215
3757,-32.899567,-11.430228999999999,5,130,0,153
75365,48.164963,-19.007666,20,0,167,114
39670,14.225503,-77.52956999999999,0,0,0,0
28785,89.65819499999999,-5.741314,15,0,155,215
79299,-8.141874000000001,-29.220188,24,0,180,0
63017,70.904274,-8.216028,15,0,155,215
273,58.01195500000001,-13.780509,16,0,161,195
16018,70.22948000000001,46.368713,38,255,177,0
46552,8.041447999999999,-102.3069,6,77,0,160
63077,24.691473000000002,-29.258976,32,191,253,0
72133,15.985535999999998,55.97628,17,0,168,175
79256,-68.53173000000001,-20.239113,35,242,228,0
7718,54.841366,36.780056,3,122,0,138
5195,-57.815234999999994,-39.574272,4,128,0,145
20763,25.440804,24.44406,21,0,160,61
28177,53.803481999999995,21.450556,3,122,0,138
75092,73.90348,40.536102,38,255,177,0
80969,9.720434,39.327732,17,0,168,175
13577,-51.100235,-46.90183,4,128,0,145
57499,36.867702,-81.91456,0,0,0,0
43405,-21.799078,9.585583,14,0,143,221
15446,-69.2253,8.786414,12,0,102,221
39363,-70.40177,-60.510197,43,235,0,0
53505,12.234729,56.547737,17,0,168,175
75763,39.925243,8.963982000000001,11,0,56,221
35887,41.662285,-15.493628,16,0,161,195
76746,-64.06331999999999,17.451829999999998,28,0,236,0
72140,-78.926384,5.629859,12,0,102,221
73679,-61.454163,2.9188411,12,0,102,221
14364,-49.21868,-19.674797,5,130,0,153
36383,-50.865177,77.35956999999999,2,93,0,106
81074,-39.0777,-7.410351299999999,5,130,0,153
39634,25.2067,25.09749,21,0,160,61
67974,-9.589146000000001,57.352222,47,204,44,44
35134,74.93326,1.2486271999999998,15,0,155,215
75707,-63.830932999999995,18.620981,28,0,236,0
35871,-32.19079,6.227339700000001,27,0,223,0
29314,-6.3735895,30.855536999999998,34,231,239,0
57754,-25.621904,59.32858,22,0,154,7
6969,78.59275,44.904841999999995,38,255,177,0
63169,-30.175990999999996,-89.2828,10,0,9,221
46879,5.7522926,71.7045,1,46,0,53
82468,29.400596999999998,-1.272529,48,204,124,124
37568,23.102192000000002,25.516212,21,0,160,61
69357,-34.705948,-13.925070000000002,5,130,0,153
43834,-14.662671,15.387504999999999,14,0,143,221
52497,27.187146999999996,15.959172,21,0,160,61
24426,25.989720000000002,-62.068419999999996,7,23,0,167
38867,-37.87505,13.957594,9,0,0,205
86608,-37.984085,-6.764259,5,130,0,153
39370,-10.563243,-87.59361,6,77,0,160
47379,-48.611378,26.863602,9,0,0,205
12418,26.248053000000002,-59.71114,7,23,0,167
77705,-19.29181,12.893458,14,0,143,221
65406,10.703197,-80.663,0,0,0,0
47551,74.71504,37.739536,38,255,177,0
42165,-18.904514000000002,-5.432318700000001,14,0,143,221
44708,-70.111855,-61.125336,43,235,0,0
40862,-53.985009999999996,42.954926,39,255,157,0
39742,-70.552414,72.690865,13,0,127,221
44019,4.673479599999999,-101.44283,6,77,0,160
38296,-1.0617462,71.71938,1,46,0,53
21824,-30.910194,23.716879000000002,9,0,0,205
83623,54.97224,-14.399964,16,0,161,195
86946,5.763074,100.86634000000001,1,46,0,53
18092,-0.7386885999999999,69.56822,1,46,0,53
5496,-55.769380000000005,13.289431,27,0,223,0
61601,-9.824717,-40.134563,24,0,180,0
46226,-29.465840999999998,27.73013,9,0,0,205
42045,-31.075235,2.158788,5,130,0,153
83405,-29.026787,-87.1468,10,0,9,221
78932,26.218493,77.16758,23,0,166,0
52602,54.24958,70.483734,31,117,255,0
5142,-5.661588,41.592166999999996,34,231,239,0
75477,50.50965,-11.4339075,16,0,161,195
16046,49.130608,71.3982,31,117,255,0
74646,-30.007854,-7.1121674,5,130,0,153
10926,2.9165666,-13.981235,33,211,246,0
80950,-16.13056,14.665512,14,0,143,221
67422,86.77875,5.475455,37,255,197,0
76827,-89.96828000000001,37.99201,28,0,236,0
24482,58.767654,-15.391458499999999,42,249,0,0
74604,-38.746376,15.785245999999999,9,0,0,205
77699,45.694225,10.239912,11,0,56,221
49787,41.893368,36.916096,46,207,0,0
63487,33.121548,19.24956,11,0,56,221
48666,24.260847000000002,68.74535,23,0,166,0
17329,87.06151,-2.1942601,15,0,155,215
32533,-70.98061,-3.945161,35,242,228,0
40991,-66.250725,-5.6658707,35,242,228,0
14986,-27.5435,-29.008491999999997,18,0,170,157
47270,34.406653999999996,-56.895824,7,23,0,167
