,x,y,cluster,r,g,b
11906,-78.92641400000001,5.629823,12,0,102,221
43659,-46.151835999999996,-53.990974,40,255,105,0
85057,-5.7285624,-13.470193,33,211,246,0
18120,-74.013954,-19.89211,8,0,0,181
18820,56.459866000000005,9.206864999999999,11,0,56,221
54581,-0.77107453,25.271204,34,231,239,0
74657,13.726220000000001,28.796926000000003,29,0,249,0
35058,-64.13587,16.086348,28,0,236,0
8600,-40.833259999999996,-19.07597,5,130,0,153
34156,52.80616,-12.705969999999999,16,0,161,195
11306,-20.599543,39.748318,41,255,32,0
82859,-10.966961999999999,-85.58923,6,77,0,160
83217,-55.92268000000001,42.1622,39,255,157,0
15820,-70.0883,46.377106,13,0,127,221
56872,-67.45026,32.27089,28,0,236,0
74023,27.976809999999997,31.087257,46,207,0,0
16131,-15.5056,-58.55235,25,0,193,0
33075,47.843792,-12.673734,16,0,161,195
34230,-28.533588,-39.988083,4,128,0,145
80966,24.93294,-60.67563199999999,7,23,0,167
62220,-91.201706,38.695114000000004,28,0,236,0
42698,11.139692,37.63711,17,0,168,175
28427,-35.511845,-67.842766,40,255,105,0
23335,56.924094999999994,9.001710000000001,11,0,56,221
84511,53.134556,69.12193,31,117,255,0
47015,-76.48545,8.718552,12,0,102,221
39544,53.359356000000005,-10.275098,16,0,161,195
17976,-63.928782999999996,17.974056,28,0,236,0
65877,46.51661,-22.296339,20,0,167,114
3656,16.015665,-78.18796999999999,0,0,0,0
19655,-8.063578,-43.250183,24,0,180,0
8344,-59.2562,-18.630283,35,242,228,0
8339,67.35135,44.4041,38,255,177,0
12042,-29.331558,27.613146,9,0,0,205
83690,59.250735999999996,-3.9197733,16,0,161,195
73213,21.318722,-28.3389,32,191,253,0
3711,80.05459599999999,46.62536,38,255,177,0
38614,7.6860675999999994,-60.022797,44,222,0,0
4079,34.253693,-35.72596,7,23,0,167
42566,46.707947,-32.48417,20,0,167,114
25697,52.71475600000001,28.583717,3,122,0,138
44399,-8.141899,-29.220194,24,0,180,0
72798,28.167208000000002,-25.295593,32,191,253,0
10700,76.216576,34.186005,38,255,177,0
35345,6.740048,-102.923645,6,77,0,160
35155,1.3579193,-15.775073,33,211,246,0
11765,80.58367,8.816609,37,255,197,0
14041,48.993683000000004,-63.35941,49,204,204,204
40876,-65.59392,2.3057392000000005,12,0,102,221
83949,12.539755,-0.5460069000000001,30,43,255,0
66045,46.885094,62.27293,31,117,255,0
46369,-8.084764,4.3697114,14,0,143,221
41042,26.627613,74.92886,23,0,166,0
2820,41.309624,6.0547132,11,0,56,221
27481,-33.401848,22.401917,9,0,0,205
24847,61.193592,-2.8682787,16,0,161,195
40595,-2.420395,-8.380861,33,211,246,0
50242,-92.71631,1.5766963999999999,36,250,212,0
39472,55.839714,-70.7689,49,204,204,204
79588,-65.001724,-37.548626,45,213,0,0
80330,60.549274,-10.519669,16,0,161,195
73891,15.325097,-74.82235,0,0,0,0
34154,-14.570475,64.38816,47,204,44,44
16113,69.68349,46.33854,38,255,177,0
58201,-39.013245,-13.590479,5,130,0,153
17613,-10.961406,22.292501,34,231,239,0
48971,-43.527813,29.229290000000002,9,0,0,205
38594,-9.831954,53.17643399999999,47,204,44,44
73590,-29.179493,-22.864597,18,0,170,157
6211,-19.307514,16.500017,14,0,143,221
43754,44.108963,-1.6300057,16,0,161,195
46899,-13.299252,52.31556,47,204,44,44
32622,-52.992245,1.2766197,27,0,223,0
6459,53.68399399999999,-74.5461,49,204,204,204
66548,41.141617,9.570079,11,0,56,221
78158,-19.374092,17.09776,14,0,143,221
14644,-76.27233000000001,-15.152686,8,0,0,181
28908,-69.59076,46.69594,13,0,127,221
76468,38.907684,-54.03873000000001,7,23,0,167
84842,-30.988325,-69.4302,40,255,105,0
72612,18.747225,10.534785000000001,21,0,160,61
86383,46.93609,-19.679428,20,0,167,114
70136,37.82695,-6.748694,48,204,124,124
73603,-29.222922999999998,-27.209053000000004,18,0,170,157
74994,-19.544666,-6.369783,14,0,143,221
23607,22.270412,55.842957,17,0,168,175
59144,50.970844,-68.128,49,204,204,204
4387,48.514713,-24.355245999999998,20,0,167,114
31909,-30.104174,64.28990999999999,22,0,154,7
3935,52.888603,43.533091999999996,3,122,0,138
73425,-25.522454999999997,-26.19474,18,0,170,157
70550,-32.970096999999996,-10.224215,5,130,0,153
80569,53.257194999999996,38.620262,3,122,0,138
18815,-21.495693,40.781178000000004,41,255,32,0
60413,49.86241,8.938344,11,0,56,221
48567,-10.029728,53.262627,47,204,44,44
14948,46.806843,-34.240376,20,0,167,114
48253,-73.58878,3.7654370000000004,12,0,102,221
85990,-7.2152348,85.625275,1,46,0,53
68571,85.391785,10.6400795,37,255,197,0
17714,-78.92639,5.6298337,12,0,102,221
26788,29.040709999999997,33.862686,46,207,0,0
23917,-48.715263,-3.4309707,27,0,223,0
35981,-16.208064999999998,14.160186999999999,14,0,143,221
55664,88.72848,-3.5798794999999997,15,0,155,215
26977,74.82557,-12.260423,15,0,155,215
14682,9.320205,-51.37693,44,222,0,0
23313,24.347514999999998,76.570984,23,0,166,0
58320,43.78673,-27.154993,20,0,167,114
16160,-8.320527,3.7770066,14,0,143,221
52746,-13.827703,72.03034,1,46,0,53
63446,59.072230000000005,31.325201,38,255,177,0
22893,55.596745,-69.16296,49,204,204,204
69240,59.560562,27.824799,3,122,0,138
64767,-11.569697999999999,-45.149776,24,0,180,0
23353,32.72187,-23.438685999999997,32,191,253,0
11604,35.138138,-38.702290000000005,7,23,0,167
57526,-62.94486,1.6354296,12,0,102,221
39184,-35.209713,-27.599358000000002,18,0,170,157
75595,37.403103,-82.45413,0,0,0,0
60871,-77.46539,1.0280040000000001,12,0,102,221
23967,26.478191,-4.610171,48,204,124,124
65846,78.37991,13.082924,37,255,197,0
63188,38.432434,-83.70671999999999,0,0,0,0
62251,2.0446255,-8.775006,33,211,246,0
16336,-31.075233,2.1587791000000003,5,130,0,153
20356,85.24892,16.131176,37,255,197,0
712,73.55726999999999,51.09965,38,255,177,0
84342,-44.018467,38.559357,39,255,157,0
16517,-56.607730000000004,-0.79942465,27,0,223,0
75992,-25.823112,-24.590406,18,0,170,157
55222,26.227498999999998,76.95989,23,0,166,0
50402,48.182415,-70.93693,49,204,204,204
32067,-1.2988815,-14.866991,33,211,246,0
66593,13.622956,0.22756787,30,43,255,0
35387,6.3927197,-40.358482,19,0,170,143
7340,-9.544061,-93.19433000000001,6,77,0,160
51344,24.858204,-49.543037,7,23,0,167
51336,-66.26225,-5.624772,35,242,228,0
17598,-65.31103,-1.8872740000000001,12,0,102,221
10717,54.8787,-71.073616,49,204,204,204
16537,-12.164608,-17.9544,18,0,170,157
86924,11.77945,16.285954,29,0,249,0
42447,80.86395999999999,18.114096,37,255,197,0
12944,53.635403000000004,48.887634000000006,3,122,0,138
53172,84.54689,16.068233,37,255,197,0
80496,71.19454,-42.814087,26,0,207,0
11098,45.441162,4.2551074,11,0,56,221
69741,-17.566204,-56.132328,25,0,193,0
31888,-100.51091,-6.6348715,36,250,212,0
41995,33.90294,18.74865,11,0,56,221
35675,75.411224,-43.383812,26,0,207,0
36650,-90.30946999999999,-14.339525,8,0,0,181
19783,-52.23271,0.1783938,27,0,223,0
58297,-44.697759999999995,75.03623,2,93,0,106
34034,82.82966,-5.89254,15,0,155,215
59824,72.87188,-38.604744000000004,26,0,207,0
56051,27.126532,84.924805,23,0,166,0
61026,-39.87251,41.469584999999995,39,255,157,0
79524,52.1314,7.3088655,11,0,56,221
28254,49.024066999999995,64.69558,31,117,255,0
51520,33.539246,74.03862,23,0,166,0
6478,-55.257713,-39.606674,4,128,0,145
79525,-3.5292585,34.118927,34,231,239,0
3102,-28.562014,-39.702415,4,128,0,145
66966,-67.92381,34.13275,28,0,236,0
31296,59.56508,-22.529766,42,249,0,0
82085,48.514540000000004,-24.355265,20,0,167,114
28762,-49.294146999999995,-4.7410879999999995,27,0,223,0
5981,-28.437865999999996,15.503213,9,0,0,205
10632,37.239536,-36.10763,7,23,0,167
9022,-10.25789,-64.90191,25,0,193,0
52988,-48.98612,27.064531,9,0,0,205
48761,35.35087,32.91431,46,207,0,0
2946,77.05953000000001,-1.9588839,15,0,155,215
46625,-44.201893,-19.734973999999998,5,130,0,153
41673,60.159775,-3.5509293,16,0,161,195
71840,54.375209999999996,-69.35178,49,204,204,204
21651,56.266659999999995,26.104174,3,122,0,138
67751,-10.817794000000001,-87.751785,6,77,0,160
72347,-14.281077999999999,15.429607,14,0,143,221
9393,-23.237425,63.332962,22,0,154,7
50253,-32.884840000000004,-9.4222,5,130,0,153
35325,2.0417147,-8.769282,33,211,246,0
78872,26.578451,75.08386999999999,23,0,166,0
52404,-10.744872,87.41920999999999,1,46,0,53
66325,2.3573560000000002,-59.176680000000005,44,222,0,0
84693,-6.643456,31.891920000000002,34,231,239,0
66423,-6.8013334,83.542564,1,46,0,53
56870,-62.518986,-13.463289000000001,35,242,228,0
82899,32.727303000000006,31.708059999999996,46,207,0,0
43900,-40.581097,41.917840000000005,39,255,157,0
3270,-74.029816,-19.891336,8,0,0,181
84437,49.77341,-65.32315,49,204,204,204
34292,1.0291576,28.433907,29,0,249,0
67852,-74.59647,-38.460094,45,213,0,0
36925,-51.007507000000004,-15.29984,5,130,0,153
24645,-28.105728000000003,21.533075,9,0,0,205
24184,3.6687822,-55.909164000000004,44,222,0,0
72996,12.655916,38.025486,17,0,168,175
27169,36.504321999999995,-7.4630632,48,204,124,124
16871,-13.305972,-60.99788,25,0,193,0
2182,32.692333000000005,36.878209999999996,46,207,0,0
36028,-25.249105,73.30032,22,0,154,7
46583,11.011739,57.60306,17,0,168,175
38828,-10.621789,-42.740818,24,0,180,0
31399,30.607896999999998,-59.161503,7,23,0,167
10474,-39.05603,-37.098040000000005,4,128,0,145
14946,51.27727,40.696053000000006,3,122,0,138
61071,26.32344,-61.96485500000001,7,23,0,167
28971,-2.7995837000000003,68.62993,1,46,0,53
42377,-8.340727000000001,2.9495494,14,0,143,221
26472,61.270493,-24.293098,42,249,0,0
50125,-50.357890000000005,-81.259026,10,0,9,221
40709,-64.431816,-24.148052,35,242,228,0
24342,53.16764499999999,47.61018,3,122,0,138
78961,26.557859999999998,24.022764000000002,21,0,160,61
86842,-57.480880000000006,-13.077677,35,242,228,0
62808,-74.31628,-4.283919,12,0,102,221
66228,-29.235659000000002,62.762764000000004,22,0,154,7
40441,50.880024,59.2708,31,117,255,0
10855,46.043324,-67.54571,49,204,204,204
55457,56.33464,-70.928375,49,204,204,204
4244,-32.99281,18.624462,9,0,0,205
85756,-33.026226,23.035723,9,0,0,205
45062,8.1317,-102.77972,6,77,0,160
16864,-78.388145,-3.1149566,12,0,102,221
30082,33.141506,2.8822436000000002,48,204,124,124
82729,28.267101,42.410309999999996,17,0,168,175
60420,50.054493,-20.347622,20,0,167,114
18107,-74.161224,12.999259,12,0,102,221
12757,-49.378085999999996,21.481138,9,0,0,205
32112,41.889088,-14.44098,16,0,161,195
23672,72.01892,-9.845077999999999,15,0,155,215
12331,-11.230755,72.33038,1,46,0,53
77677,-25.927784,23.004572,9,0,0,205
72119,20.665369000000002,72.345184,23,0,166,0
49899,47.03223,-72.11498,49,204,204,204
57260,73.30116,41.92751,38,255,177,0
81940,-61.85844399999999,-30.967363,35,242,228,0
44216,8.148069,2.7902612999999996,29,0,249,0
78570,-34.42925,102.36121,2,93,0,106
29267,0.38504258,10.997011,29,0,249,0
54049,71.85207,-9.633428,15,0,155,215
60159,-68.14823,-36.144257,45,213,0,0
65798,-39.417328000000005,-10.459881,5,130,0,153
21846,17.169634,41.804306,17,0,168,175
85052,-35.10908,-10.969603,5,130,0,153
44146,-46.498543,-16.686420000000002,5,130,0,153
32978,56.62781,8.715428999999999,11,0,56,221
77193,19.184301,-14.70341,30,43,255,0
25543,-23.519835,-25.995337,18,0,170,157
82426,74.24709,11.336588,37,255,197,0
85223,25.155276999999998,-2.4870975,48,204,124,124
13039,-36.565845,-64.690735,40,255,105,0
5660,26.600647,-56.32096,7,23,0,167
85006,-36.726414,-45.000725,4,128,0,145
33955,28.263077000000003,-11.001023,30,43,255,0
68357,-7.239973,5.361181,14,0,143,221
788,-26.90768,-27.630543,18,0,170,157
8786,77.36012,-44.941387,26,0,207,0
29401,-10.398864,-16.07441,33,211,246,0
16556,64.181465,-12.005422,42,249,0,0
71178,-26.43546,-26.149202,18,0,170,157
78867,-6.3808739999999995,-15.919467000000001,33,211,246,0
6151,-39.475857,5.209729,27,0,223,0
54369,77.4819,-45.716713,26,0,207,0
72218,27.390660999999998,46.653812,17,0,168,175
31732,70.81156999999999,-46.054516,26,0,207,0
11625,30.773481,3.3332038,48,204,124,124
55364,-61.301113,-10.782959,35,242,228,0
83084,36.489788,-49.175854,7,23,0,167
45342,86.159386,5.554180000000001,37,255,197,0
20082,-41.53777,45.081253000000004,39,255,157,0
62721,59.429317000000005,-10.287086500000001,16,0,161,195
85500,-9.460278,32.63443,34,231,239,0
46320,-31.075236999999998,2.1587492999999998,5,130,0,153
63989,-47.314873,-8.666043,27,0,223,0
67504,13.588729999999998,-36.436012,19,0,170,143
24350,-72.31376,-13.044469,35,242,228,0
13765,-13.6166,72.364235,1,46,0,53
32064,4.9487667,-26.416929999999997,19,0,170,143
54956,-0.8395123999999999,72.02216,1,46,0,53
9315,46.490584999999996,-13.584434,16,0,161,195
32387,-32.49248,1.3930818,5,130,0,153
7520,-4.8735385,-45.325634,24,0,180,0
71496,-12.013974000000001,-59.510963000000004,25,0,193,0
78964,4.6260953,24.098726,29,0,249,0
13561,-70.481926,73.56798,13,0,127,221
75359,-32.537506,-34.388077,4,128,0,145
29406,-38.830627,39.183155,39,255,157,0
61318,-15.770572,39.783584999999995,41,255,32,0
37611,2.1146827,36.211259999999996,34,231,239,0
64228,-90.19206,-14.388779000000001,8,0,0,181
65731,25.63927,81.688126,23,0,166,0
46774,46.669132,45.944878,3,122,0,138
69234,-24.54508,8.975897,14,0,143,221
16803,-64.837715,-36.22367,45,213,0,0
41528,0.85048795,74.46269000000001,1,46,0,53
14820,81.53208000000001,8.869304,37,255,197,0
51579,-37.532967,-22.020603,5,130,0,153
61655,-15.657245000000001,-1.8481616,14,0,143,221
42513,25.436684,26.93323,21,0,160,61
84031,-31.067042999999998,-7.608996,5,130,0,153
36106,85.20825,5.0608892,37,255,197,0
18374,-68.57441,9.484073,12,0,102,221
34335,27.790607,-4.9880247,48,204,124,124
8754,-46.151806,-53.99101999999999,40,255,105,0
24289,-4.4702106,8.180728,14,0,143,221
48126,59.809986,-10.347194,16,0,161,195
43802,-90.08936,38.49596,28,0,236,0
33024,47.55904,-28.373496999999997,20,0,167,114
2054,-33.342327000000004,-21.573142999999998,18,0,170,157
81908,19.372436999999998,-83.81073,0,0,0,0
22638,55.771440000000005,6.739861,16,0,161,195
67093,-58.00277,-12.990658,35,242,228,0
55422,-29.97253,-26.15075,18,0,170,157
72815,7.5009521999999995,-39.933567,19,0,170,143
62506,9.234902,12.97746,29,0,249,0
54279,27.422977000000003,15.59482,21,0,160,61
45274,-33.094547,-9.838519,5,130,0,153
73454,22.935036,73.97318,23,0,166,0
59167,41.423396999999994,3.7514458,11,0,56,221
40471,-5.750485,42.178946999999994,34,231,239,0
83981,-14.339766500000001,-64.24133,25,0,193,0
54468,1.2414903999999998,17.691307000000002,29,0,249,0
75062,27.256037,-4.526121,48,204,124,124
37625,57.220209999999994,-70.3765,49,204,204,204
31690,-32.003227,24.520218,9,0,0,205
59830,-52.101227,-83.20468000000001,10,0,9,221
53590,60.617886,-2.8165636000000003,16,0,161,195
46074,-8.141907000000002,-29.220196,24,0,180,0
3559,-46.345776,-19.993513,5,130,0,153
54236,83.022385,-9.738389,15,0,155,215
46476,26.406392999999998,-59.970856000000005,7,23,0,167
43063,-17.811777,-20.203815,18,0,170,157
2220,-51.266224,-21.072012,5,130,0,153
50187,-51.884415000000004,-82.459885,10,0,9,221
17136,22.259275,-29.805082000000002,32,191,253,0
35170,25.212313,24.621288,21,0,160,61
29106,-43.351616,-15.412948000000002,5,130,0,153
10012,55.52085,29.723806,3,122,0,138
40997,54.950619999999994,40.29379,3,122,0,138
6904,-34.96221,-17.621672,5,130,0,153
15726,0.7531111,-9.695857,33,211,246,0
24075,-24.641033,73.19706,22,0,154,7
42939,-46.06007,-15.013360999999998,5,130,0,153
33244,0.7249451,-98.79645500000001,6,77,0,160
52539,7.220917699999999,-40.153079999999996,19,0,170,143
58165,48.2733,-25.083002,20,0,167,114
86594,57.794937,-66.4783,49,204,204,204
45978,-44.753902000000004,-37.282326,4,128,0,145
16132,27.743686999999998,-3.447453,48,204,124,124
33232,5.413925,14.540462,29,0,249,0
3951,-70.37104000000001,73.5747,13,0,127,221
50765,-80.65784000000001,23.630032999999997,28,0,236,0
24451,75.34534000000001,-43.40882,26,0,207,0
20900,-64.84227,-2.3932886000000004,12,0,102,221
83347,-67.55423,31.067617,28,0,236,0
64475,-12.734236,67.49758,1,46,0,53
10078,22.931389000000003,-24.390066,32,191,253,0
49082,-63.587208,4.803036,12,0,102,221
79692,-78.926506,5.6281633,12,0,102,221
48736,-8.170664,-14.475776000000002,33,211,246,0
5578,-14.408425,15.003480999999999,14,0,143,221
72114,-81.2281,0.38942054,12,0,102,221
86868,-35.83435,-49.633644,4,128,0,145
27298,0.6167771,64.837425,1,46,0,53
75799,55.1087,42.457752,3,122,0,138
10650,37.362705,-85.1543,0,0,0,0
64655,26.182615,21.65418,21,0,160,61
36550,-38.270576,-63.67678000000001,40,255,105,0
75031,-4.570401,-13.077686,33,211,246,0
34509,13.260003,15.953567499999998,29,0,249,0
68746,32.401127,83.11254,23,0,166,0
79049,92.033714,15.948623999999999,37,255,197,0
4881,-80.657814,23.630047,28,0,236,0
60324,21.366339,-29.893581,32,191,253,0
69439,-87.55333,-14.8213625,8,0,0,181
59573,8.436625,-102.37525,6,77,0,160
23623,77.00999499999999,-40.296513,26,0,207,0
26438,-18.900742,-20.006270999999998,18,0,170,157
4635,-36.932179999999995,-70.88695,40,255,105,0
51728,49.919365,-70.109215,49,204,204,204
549,-46.487484,-32.496086,4,128,0,145
81399,22.917404,28.289482,21,0,160,61
70528,19.320059,-83.861565,0,0,0,0
56055,56.196780000000004,-57.25226,49,204,204,204
79769,25.926920000000003,71.920334,23,0,166,0
7757,90.51756,16.099085000000002,37,255,197,0
29807,-88.178444,-15.048116,8,0,0,181
80881,-1.7580866999999998,70.45022,1,46,0,53
74026,14.613242000000001,-76.92591,0,0,0,0
23213,-30.888258,65.791,22,0,154,7
24097,-49.095417,79.02165,2,93,0,106
14564,-45.039825,5.087354,27,0,223,0
82294,-15.352998999999999,-18.249466,18,0,170,157
41363,-14.766661,-68.1128,25,0,193,0
50491,6.162482700000001,-40.389633,19,0,170,143
32127,55.906372,10.222373,11,0,56,221
47809,-13.39904,-43.131153000000005,24,0,180,0
84857,-62.98681,-25.365195999999997,35,242,228,0
46640,80.01838000000001,19.019379,37,255,197,0
46232,-77.67744,19.627495,28,0,236,0
3789,-57.197790000000005,-16.4007,35,242,228,0
34080,3.8234951,100.06705500000001,1,46,0,53
33739,18.182043,36.328625,17,0,168,175
49870,54.415096,7.184195,11,0,56,221
8405,42.88384,-13.783267000000002,16,0,161,195
31341,-5.011416400000001,31.032954999999998,29,0,249,0
65141,48.514236,-24.35524,20,0,167,114
49705,31.646843,-51.573105,7,23,0,167
70747,-11.310249,86.81429,1,46,0,53
37350,-50.09819,18.334274,9,0,0,205
9197,14.153996,-72.86163,0,0,0,0
29934,-33.211456,1.1892456,5,130,0,153
67629,48.514520000000005,-24.355104,20,0,167,114
21849,-43.52089,-62.10719,40,255,105,0
58302,-71.01684,52.84279300000001,13,0,127,221
55649,14.491155,58.258175,17,0,168,175
78702,34.646217,10.392800999999999,21,0,160,61
64370,-67.08179,54.288245999999994,13,0,127,221
74847,-91.26059000000001,0.9464158000000001,36,250,212,0
14029,-36.92988,67.67787,22,0,154,7
45120,43.487175,-25.768673,20,0,167,114
21254,-26.883384999999997,68.10464499999999,22,0,154,7
73743,69.42255,46.27028,38,255,177,0
2740,-43.820316,62.618959999999994,13,0,127,221
23144,-65.92341,-6.914011500000001,35,242,228,0
6361,89.27149,-2.177012,15,0,155,215
61069,-67.51148,32.88414,28,0,236,0
52286,-3.0670617,84.37729,1,46,0,53
16435,55.08868399999999,38.41154,3,122,0,138
39956,59.086926,7.4080787,11,0,56,221
63448,-19.598919,28.160864,9,0,0,205
85066,-39.91703,42.482044,39,255,157,0
49350,-0.8549386,5.154797,14,0,143,221
29748,24.691805,-29.256870000000003,32,191,253,0
63026,-52.914069999999995,-14.431562,5,130,0,153
84642,-65.669464,-26.864248,35,242,228,0
84254,-14.476454,60.293240000000004,47,204,44,44
66592,29.188703999999998,-20.688923000000003,32,191,253,0
16137,-28.399546,26.797279999999997,9,0,0,205
60149,-14.097482999999999,-20.082418,18,0,170,157
75570,-52.839428000000005,-10.944441000000001,27,0,223,0
82648,-108.86402,-12.222711,36,250,212,0
12469,-30.684171999999997,60.19695,22,0,154,7
27918,-53.004344999999994,-80.400185,10,0,9,221
18994,32.43833,-47.053802000000005,7,23,0,167
48915,2.1647806,37.600359999999995,34,231,239,0
524,-66.79394,51.26828,13,0,127,221
37545,5.318815,72.67385999999999,1,46,0,53
28925,32.109592,80.52839,23,0,166,0
61532,19.291173999999998,-27.497482,32,191,253,0
59285,-25.943333,-48.732334,4,128,0,145
69782,-38.65509,-38.781445,4,128,0,145
22495,33.718906,-47.096046,7,23,0,167
21913,-36.478527,-49.521183,4,128,0,145
58374,52.7964,-60.704308,49,204,204,204
68566,-10.113671,-18.144339000000002,33,211,246,0
38764,-27.010956,67.865036,22,0,154,7
34302,35.90249,3.1075682999999996,48,204,124,124
37041,-24.951097,-28.331274,18,0,170,157
55590,72.70458,-46.90533,26,0,207,0
74919,52.80903000000001,21.921387,3,122,0,138
16327,-31.353924,24.387535,9,0,0,205
66935,8.118979,-102.77373,6,77,0,160
76914,-8.234267,-43.664703,24,0,180,0
2605,19.655642,12.768058,21,0,160,61
43811,8.153058,54.964386,17,0,168,175
44922,57.2068,7.806960000000001,11,0,56,221
59599,-8.078842999999999,-43.243332,24,0,180,0
28505,52.245834,7.326161,11,0,56,221
72939,-13.827703,72.03034,1,46,0,53
56024,75.21091,-46.129696,26,0,207,0
80198,-39.522696999999994,39.236290000000004,39,255,157,0
66026,-50.531867999999996,28.534689,9,0,0,205
80078,-48.115124,77.32583000000001,2,93,0,106
82892,-2.7147086,-61.985065000000006,44,222,0,0
72910,5.8136735,-23.417961,19,0,170,143
47441,-48.49926,-27.7603,5,130,0,153
19349,-28.075128999999997,63.407332999999994,22,0,154,7
51621,-53.25745,-1.8625756999999998,27,0,223,0
21176,32.12784,80.620316,23,0,166,0
14594,-39.978134000000004,6.336079,27,0,223,0
57338,-28.626253000000002,-22.288902,18,0,170,157
28029,75.56264499999999,-10.767863,15,0,155,215
9087,-30.988317,-69.43023000000001,40,255,105,0
55102,57.808174,-73.643036,49,204,204,204
13391,11.103544,-81.270226,0,0,0,0
70034,-40.097095,-8.591639500000001,5,130,0,153
19717,-90.00905,-21.655365,8,0,0,181
70386,-54.107383999999996,-20.296738,35,242,228,0
36198,22.894571,52.89804,17,0,168,175
47186,-26.81338,-15.867148,18,0,170,157
10054,-18.422054,53.219685,22,0,154,7
47438,-25.636383,72.12955,22,0,154,7
26100,76.50967,44.424988,38,255,177,0
4154,41.081326000000004,-58.955769999999994,49,204,204,204
47038,2.5206003,37.705692,34,231,239,0
66107,48.363772999999995,-25.045225,20,0,167,114
10365,-55.535847,12.526296,27,0,223,0
2212,21.832787,-50.870228000000004,7,23,0,167
32604,-7.295994,31.325727,34,231,239,0
2753,34.681315999999995,-44.059998,7,23,0,167
22654,28.322256,-2.1819954,48,204,124,124
71064,31.649426000000002,4.229591,48,204,124,124
2513,72.29389,45.718758,38,255,177,0
9091,76.40468,13.075178,37,255,197,0
21543,27.26533,53.826919999999994,17,0,168,175
63882,-27.454401,45.205597,41,255,32,0
43910,-17.024855,73.27514000000001,1,46,0,53
23436,51.028713,68.021416,31,117,255,0
3700,-72.50388000000001,-32.634403000000006,45,213,0,0
48480,11.231359,15.868483,29,0,249,0
25687,-61.174730000000004,-12.568344999999999,35,242,228,0
77766,48.085029999999996,66.20198,31,117,255,0
57488,-73.04365,12.907595,12,0,102,221
6009,-1.2277836000000002,-60.66008000000001,44,222,0,0
20209,-42.10221,63.224064,13,0,127,221
15087,-11.579654,-63.7587,25,0,193,0
17567,60.691948,-67.71252,49,204,204,204
8774,7.4927926,-78.55631,0,0,0,0
64083,7.870410400000001,54.22014,17,0,168,175
55869,72.94373,-44.170364,26,0,207,0
18275,30.810366,69.35622,23,0,166,0
75592,33.07858,35.755505,46,207,0,0
79466,1.9292014,-27.701490000000003,19,0,170,143
11570,-73.74277,-41.10868,45,213,0,0
67433,13.562504,22.271582000000002,29,0,249,0
62062,53.307190000000006,-61.00139,49,204,204,204
66902,85.904526,10.289507,37,255,197,0
40485,32.421040000000005,10.415379,21,0,160,61
17163,-33.90325,23.655582,9,0,0,205
52910,-56.239304000000004,12.724366,27,0,223,0
54094,60.436554,-11.370254,16,0,161,195
34197,-0.45568112,-60.76278000000001,44,222,0,0
41799,0.72464585,-98.796936,6,77,0,160
37560,29.997159999999997,-50.084697999999996,7,23,0,167
78906,29.488173,-2.497686,48,204,124,124
74025,34.671696000000004,34.756916,46,207,0,0
18791,7.723014,10.614199000000001,29,0,249,0
41976,56.51789,25.575512,3,122,0,138
83510,-41.294876,-16.993738,5,130,0,153
31111,-82.44208499999999,-1.2076473,12,0,102,221
26267,-9.388876,57.634354,47,204,44,44
74608,25.890808,-59.170147,7,23,0,167
81630,-21.799576000000002,9.585964,14,0,143,221
7776,-74.02975,-19.891432000000002,8,0,0,181
26893,12.383275999999999,-1.8050412,30,43,255,0
13404,51.255720000000004,27.189157,3,122,0,138
6334,-67.20604,32.832996,28,0,236,0
74112,11.044188499999999,17.12671,29,0,249,0
84648,81.66836500000001,43.078625,38,255,177,0
23757,32.209164,-47.491640000000004,7,23,0,167
8588,30.037512,38.453842,46,207,0,0
68381,-63.213159999999995,5.2402725,12,0,102,221
50440,1.7149020000000001,77.479416,1,46,0,53
8147,27.490139000000003,1.2381719,48,204,124,124
34380,5.1178274,-40.81192,19,0,170,143
31445,35.54801,-47.837563,7,23,0,167
61128,-56.441975,12.256665,27,0,223,0
77450,-68.44608000000001,-18.682292999999998,35,242,228,0
60219,-56.033069999999995,-21.781124,35,242,228,0
17584,-88.555885,-42.706684,8,0,0,181
77466,-32.483612,-16.636726,5,130,0,153
21779,77.26382,-11.068622,15,0,155,215
13330,22.223665,46.262363,17,0,168,175
13567,-108.86478400000001,-12.223842999999999,36,250,212,0
4492,67.539185,-23.353848,42,249,0,0
60425,77.946945,-46.934090000000005,26,0,207,0
7756,74.34071,49.850468,38,255,177,0
80620,10.461832000000001,12.377692,29,0,249,0
51109,15.156957,44.65506,17,0,168,175
57576,-38.304768,-36.237675,4,128,0,145
41210,-32.282707,94.33877,2,93,0,106
64691,52.36287,26.078463,3,122,0,138
55838,-29.155203000000004,31.812223,9,0,0,205
1866,30.558870000000002,-60.666909999999994,7,23,0,167
573,-61.27717,-11.662441000000001,35,242,228,0
12743,32.319843,-47.18928,7,23,0,167
60246,87.417274,2.7968442000000002,37,255,197,0
32999,27.880770000000002,79.92644,23,0,166,0
72859,-55.367180000000005,-33.522137,4,128,0,145
82866,-7.9165535,-43.50589,24,0,180,0
9666,18.221878,-13.416671,30,43,255,0
64355,-8.226728,-43.666878000000004,24,0,180,0
73881,31.444923,74.29471600000001,23,0,166,0
39653,-11.863136,72.36349,1,46,0,53
79208,-15.660205,14.508117000000002,14,0,143,221
